"BAND","name","LAT_SITE","LON_SITE","AZ","BW","RD","CELL-ID","BSCId","BSC_NAME","BCFId","BTSId","TRXId","initialFrequency","preferredBcchMark","status","hoppingSequenceNumber1","bsIdentityCodeBCC","bsIdentityCodeNCC","BTS_State","TRX_STATE","LAC","rac","REFARMING"
850,"1_DEMAYO 1",-12.1946,-76.9510,300,70,0.1300,25248,363921,"BSC01NLV",1313,538,3,239,1,"creado",0,6,3,1,1,1123,123,"GRUPO1"
850,"1_DEMAYO 2",-12.1946,-76.9510,90,70,0.1300,25249,363921,"BSC01NLV",1313,539,4,156,1,"creado",0,2,5,1,1,1123,123,"GRUPO1"
850,"1_DEMAYO 3",-12.1946,-76.9510,210,70,0.1300,25254,363921,"BSC01NLV",1313,540,7,237,1,"creado",0,3,6,1,1,1123,123,"GRUPO1"
850,"22_AGOSTO 1",-11.9479,-77.0584,320,70,0.1300,6931,397196,"BSC03NMA",1164,1164,1,234,1,"creado",13,6,0,1,1,1134,134,
850,"22_AGOSTO 1",-11.9479,-77.0584,320,70,0.1300,6931,397196,"BSC03NMA",1164,1164,2,155,0,"creado",13,6,0,1,1,1134,134,
850,"22_AGOSTO 2",-11.9479,-77.0584,70,70,0.1300,6932,397196,"BSC03NMA",1164,1165,3,181,1,"creado",51,2,7,1,1,1134,134,
850,"22_AGOSTO 2",-11.9479,-77.0584,70,70,0.1300,6932,397196,"BSC03NMA",1164,1165,4,128,0,"creado",51,2,7,1,1,1134,134,
850,"22_AGOSTO 3",-11.9479,-77.0584,230,70,0.1300,6933,397196,"BSC03NMA",1164,1166,5,236,1,"creado",3,4,3,1,1,1134,134,
850,"22_AGOSTO 3",-11.9479,-77.0584,230,70,0.1300,6933,397196,"BSC03NMA",1164,1166,6,238,0,"creado",3,4,3,1,1,1134,134,
850,"25_DEMARZO 1",-12.2931,-76.8500,320,70,0.1300,16913,363921,"BSC01NLV",291,291,1,181,1,"creado",19,0,0,1,1,1123,123,
850,"25_DEMARZO 1",-12.2931,-76.8500,320,70,0.1300,16913,363921,"BSC01NLV",291,291,2,131,0,"creado",19,0,0,1,1,1123,123,
850,"25_DEMARZO 2",-12.2931,-76.8500,140,70,0.1300,16918,363921,"BSC01NLV",291,292,3,129,1,"creado",44,5,6,1,1,1123,123,
850,"25_DEMARZO 2",-12.2931,-76.8500,140,70,0.1300,16918,363921,"BSC01NLV",291,292,4,155,0,"creado",44,5,6,1,1,1123,123,
850,"25_DEMARZO 3",-12.2931,-76.8500,240,70,0.1300,16919,363921,"BSC01NLV",291,293,5,238,1,"creado",34,3,0,1,1,1123,123,
850,"25_DEMARZO 3",-12.2931,-76.8500,240,70,0.1300,16919,363921,"BSC01NLV",291,293,6,133,0,"creado",34,3,0,1,1,1123,123,
850,"26_LA_PAZ 1",-12.0790,-77.1080,295,70,0.1300,18680,249333,"BSC01NMA",1101,1101,1,132,1,"creado",9,5,7,1,1,1116,88,
850,"26_LA_PAZ 1",-12.0790,-77.1080,295,70,0.1300,18680,249333,"BSC01NMA",1101,1101,2,158,0,"creado",9,5,7,1,1,1116,88,
850,"26_LA_PAZ 2",-12.0790,-77.1080,40,70,0.1300,18681,249333,"BSC01NMA",1101,1102,3,156,1,"creado",41,2,7,1,1,1116,88,
850,"26_LA_PAZ 2",-12.0790,-77.1080,40,70,0.1300,18681,249333,"BSC01NMA",1101,1102,4,239,0,"creado",41,2,7,1,1,1116,88,
850,"26_LA_PAZ 3",-12.0790,-77.1080,120,70,0.1300,18685,249333,"BSC01NMA",1101,1103,5,130,1,"creado",50,1,4,1,1,1116,88,
850,"26_LA_PAZ 3",-12.0790,-77.1080,120,70,0.1300,18685,249333,"BSC01NMA",1101,1103,6,237,0,"creado",50,1,4,1,1,1116,88,
850,"27_DICIEMBRE 1",-12.1869,-76.9260,350,70,0.1300,16920,363921,"BSC01NLV",294,294,1,181,1,"creado",32,6,2,1,1,1123,123,
850,"27_DICIEMBRE 1",-12.1869,-76.9260,350,70,0.1300,16920,363921,"BSC01NLV",294,294,2,239,0,"creado",32,6,2,1,1,1123,123,
850,"27_DICIEMBRE 2",-12.1869,-76.9260,135,70,0.1300,16924,363921,"BSC01NLV",294,295,3,130,1,"creado",1,6,1,1,1,1123,123,
850,"27_DICIEMBRE 2",-12.1869,-76.9260,135,70,0.1300,16924,363921,"BSC01NLV",294,295,4,156,0,"creado",1,6,1,1,1,1123,123,
850,"27_DICIEMBRE 3",-12.1869,-76.9260,245,70,0.1300,16928,363921,"BSC01NLV",294,296,5,132,1,"creado",11,2,5,1,1,1123,123,
850,"27_DICIEMBRE 3",-12.1869,-76.9260,245,70,0.1300,16928,363921,"BSC01NLV",294,296,6,158,0,"creado",11,2,5,1,1,1123,123,
850,"28_DICIEMBRE 1",-12.1595,-76.9439,250,70,0.1300,25956,363921,"BSC01NLV",1267,499,4,130,1,"creado",0,4,5,1,1,1122,122,"GRUPO1"
850,"28_DICIEMBRE 2",-12.1595,-76.9439,60,70,0.1300,25957,363921,"BSC01NLV",1267,500,7,233,1,"creado",0,0,0,1,1,1122,122,"GRUPO1"
850,"28_DICIEMBRE 3",-12.1595,-76.9439,150,70,0.1300,26183,363921,"BSC01NLV",1267,501,8,128,1,"creado",0,2,7,1,1,1122,122,"GRUPO1"
850,"3_DE_FEBRERO 1",-12.0667,-77.0109,280,70,0.1300,27879,363922,"BSC02NLV",37,413,6,132,1,"creado",51,0,3,1,1,1124,124,"GRUPO1"
850,"3_DE_FEBRERO 1",-12.0667,-77.0109,280,70,0.1300,27879,363922,"BSC02NLV",37,413,7,181,0,"creado",51,0,3,1,1,1124,124,"GRUPO1"
850,"3_DE_FEBRERO 2",-12.0667,-77.0109,10,70,0.1300,27881,363922,"BSC02NLV",37,414,8,236,1,"creado",51,2,0,1,1,1124,124,"GRUPO1"
850,"3_DE_FEBRERO 2",-12.0667,-77.0109,10,70,0.1300,27881,363922,"BSC02NLV",37,414,14,131,0,"creado",51,2,0,1,1,1124,124,"GRUPO1"
850,"3_DE_FEBRERO 2",-12.0667,-77.0109,10,70,0.1300,27881,363922,"BSC02NLV",37,414,18,233,0,"creado",51,2,0,1,1,1124,124,"GRUPO1"
850,"3_DE_FEBRERO 3",-12.0667,-77.0109,130,70,0.1300,27882,363922,"BSC02NLV",37,415,19,237,1,"creado",51,0,4,1,1,1124,124,"GRUPO1"
850,"3_DE_FEBRERO 3",-12.0667,-77.0109,130,70,0.1300,27882,363922,"BSC02NLV",37,415,20,238,0,"creado",51,0,4,1,1,1124,124,"GRUPO1"
850,"3_OCTUBRE 1",-11.8733,-77.0235,10,70,0.1300,26384,397196,"BSC03NMA",518,515,4,235,1,"creado",0,0,0,1,1,1134,134,"GRUPO1"
850,"3_OCTUBRE 2",-11.8733,-77.0235,140,70,0.1300,26385,397196,"BSC03NMA",518,516,8,128,1,"creado",0,0,7,1,1,1134,134,"GRUPO1"
850,"3_OCTUBRE 3",-11.8733,-77.0235,250,70,0.1300,26386,397196,"BSC03NMA",518,517,11,132,1,"creado",0,4,6,1,1,1134,134,"GRUPO1"
850,"7_DE_MAYO 1",-12.0071,-77.0760,330,70,0.1300,4181,397196,"BSC03NMA",949,949,1,130,1,"creado",11,7,3,1,1,1137,89,
850,"7_DE_MAYO 1",-12.0071,-77.0760,330,70,0.1300,4181,397196,"BSC03NMA",949,949,2,132,0,"creado",11,7,3,1,1,1137,89,
850,"7_DE_MAYO 2",-12.0071,-77.0760,90,70,0.1300,4182,397196,"BSC03NMA",949,950,4,237,1,"creado",22,6,7,1,1,1137,89,
850,"7_DE_MAYO 2",-12.0071,-77.0760,90,70,0.1300,4182,397196,"BSC03NMA",949,950,5,156,0,"creado",22,6,7,1,1,1137,89,
850,"7_DE_MAYO 3",-12.0071,-77.0760,210,70,0.1300,4183,397196,"BSC03NMA",949,951,7,233,1,"creado",63,0,6,1,1,1137,89,
850,"7_DE_MAYO 3",-12.0071,-77.0760,210,70,0.1300,4183,397196,"BSC03NMA",949,951,8,180,0,"creado",63,0,6,1,1,1137,89,
850,"A_GAMARRA 1",-12.0080,-77.0863,340,70,0.1300,1611,249333,"BSC01NMA",921,921,1,128,1,"creado",32,4,4,1,1,1115,87,
850,"A_GAMARRA 1",-12.0080,-77.0863,340,70,0.1300,1611,249333,"BSC01NMA",921,921,2,133,0,"creado",32,4,4,1,1,1115,87,
850,"A_GAMARRA 1",-12.0080,-77.0863,340,70,0.1300,1611,249333,"BSC01NMA",921,921,3,157,0,"creado",32,4,4,1,3,1115,87,
850,"A_GAMARRA 2",-12.0080,-77.0863,105,70,0.1300,1612,249333,"BSC01NMA",921,922,4,236,1,"creado",57,5,2,1,1,1115,87,
850,"A_GAMARRA 2",-12.0080,-77.0863,105,70,0.1300,1612,249333,"BSC01NMA",921,922,5,155,0,"creado",57,5,2,1,1,1115,87,
850,"A_GAMARRA 3",-12.0080,-77.0863,235,70,0.1300,1613,249333,"BSC01NMA",921,923,8,233,1,"creado",34,1,1,1,1,1115,87,
850,"A_GAMARRA 3",-12.0080,-77.0863,235,70,0.1300,1613,249333,"BSC01NMA",921,923,9,131,0,"creado",34,1,1,1,1,1115,87,
850,"A_TINOCO 1",-12.1435,-76.9852,320,70,0.1300,18562,363921,"BSC01NLV",104,104,1,181,1,"creado",59,0,5,1,1,1121,121,
850,"A_TINOCO 1",-12.1435,-76.9852,320,70,0.1300,18562,363921,"BSC01NLV",104,104,2,237,0,"creado",59,0,5,1,1,1121,121,
850,"A_TINOCO 2",-12.1435,-76.9852,80,70,0.1300,18563,363921,"BSC01NLV",104,105,3,131,1,"creado",3,3,2,1,1,1121,121,
850,"A_TINOCO 2",-12.1435,-76.9852,80,70,0.1300,18563,363921,"BSC01NLV",104,105,4,128,0,"creado",3,3,2,1,1,1121,121,
850,"A_TINOCO 3",-12.1435,-76.9852,200,70,0.1300,18564,363921,"BSC01NLV",104,106,5,156,1,"creado",44,2,3,1,1,1121,121,
850,"A_TINOCO 3",-12.1435,-76.9852,200,70,0.1300,18564,363921,"BSC01NLV",104,106,6,235,0,"creado",44,2,3,1,1,1121,121,
850,"ABEDULES 1",-12.0742,-76.9715,290,70,0.1300,16106,363922,"BSC02NLV",1326,1326,1,129,1,"creado",52,1,5,1,1,1124,124,
850,"ABEDULES 1",-12.0742,-76.9715,290,70,0.1300,16106,363922,"BSC02NLV",1326,1326,2,155,0,"creado",52,1,5,1,1,1124,124,
850,"ABEDULES 2",-12.0742,-76.9715,90,70,0.1300,16116,363922,"BSC02NLV",1326,1327,3,236,1,"creado",29,6,4,1,1,1124,124,
850,"ABEDULES 2",-12.0742,-76.9715,90,70,0.1300,16116,363922,"BSC02NLV",1326,1327,4,238,0,"creado",29,6,4,1,1,1124,124,
850,"ABEDULES 3",-12.0742,-76.9715,200,70,0.1300,16117,363922,"BSC02NLV",1326,1328,5,181,1,"creado",40,1,2,1,1,1124,124,
850,"ABEDULES 3",-12.0742,-76.9715,200,70,0.1300,16117,363922,"BSC02NLV",1326,1328,6,158,0,"creado",40,1,2,1,1,1124,124,
850,"ABELARDO_GAMARRA 1",-12.0212,-77.0316,30,70,0.1300,18694,365581,"BSC03NLV",1186,1186,1,239,1,"creado",27,3,1,1,1,1127,127,
850,"ABELARDO_GAMARRA 1",-12.0212,-77.0316,30,70,0.1300,18694,365581,"BSC03NLV",1186,1186,2,155,0,"creado",27,3,1,1,1,1127,127,
850,"ABELARDO_GAMARRA 2",-12.0212,-77.0316,90,70,0.1300,18700,365581,"BSC03NLV",1186,1187,3,128,1,"creado",25,3,2,1,1,1127,127,
850,"ABELARDO_GAMARRA 2",-12.0212,-77.0316,90,70,0.1300,18700,365581,"BSC03NLV",1186,1187,4,180,0,"creado",25,3,2,1,1,1127,127,
850,"ABELARDO_GAMARRA 3",-12.0212,-77.0316,180,70,0.1300,18710,365581,"BSC03NLV",1186,1188,5,131,1,"creado",48,3,4,1,1,1127,127,
850,"ABELARDO_GAMARRA 3",-12.0212,-77.0316,180,70,0.1300,18710,365581,"BSC03NLV",1186,1188,6,158,0,"creado",48,3,4,1,1,1127,127,
850,"AERO_OVALO 1",-12.0188,-77.1063,320,70,0.1300,31,249333,"BSC01NMA",873,873,1,156,1,"creado",29,2,6,1,1,1115,87,
850,"AERO_OVALO 1",-12.0188,-77.1063,320,70,0.1300,31,249333,"BSC01NMA",873,873,2,158,0,"creado",29,2,6,1,1,1115,87,
850,"AERO_OVALO 2",-12.0188,-77.1063,80,70,0.1300,32,249333,"BSC01NMA",873,874,4,131,1,"creado",57,1,3,1,1,1115,87,
850,"AERO_OVALO 2",-12.0188,-77.1063,80,70,0.1300,32,249333,"BSC01NMA",873,874,5,233,0,"creado",57,1,3,1,1,1115,87,
850,"AERO_OVALO 3",-12.0188,-77.1063,210,70,0.1300,33,249333,"BSC01NMA",873,875,7,129,1,"creado",44,3,4,1,1,1115,87,
850,"AERO_OVALO 3",-12.0188,-77.1063,210,70,0.1300,33,249333,"BSC01NMA",873,875,8,181,0,"creado",44,3,4,1,1,1115,87,
850,"AEROCARGA 1",-12.0245,-77.1034,300,70,0.1300,21,249333,"BSC01NMA",146,146,1,235,1,"creado",9,0,2,1,1,1115,87,
850,"AEROCARGA 1",-12.0245,-77.1034,300,70,0.1300,21,249333,"BSC01NMA",146,146,2,238,0,"creado",9,0,2,1,1,1115,87,
850,"AEROCARGA 2",-12.0245,-77.1034,70,70,0.1300,22,249333,"BSC01NMA",146,147,3,128,1,"creado",43,1,5,1,1,1115,87,
850,"AEROCARGA 2",-12.0245,-77.1034,70,70,0.1300,22,249333,"BSC01NMA",146,147,4,130,0,"creado",43,1,5,1,1,1115,87,
850,"AEROCARGA 3",-12.0245,-77.1034,150,70,0.1300,23,249333,"BSC01NMA",146,148,6,132,1,"creado",24,7,5,1,1,1115,87,
850,"AEROCARGA 3",-12.0245,-77.1034,150,70,0.1300,23,249333,"BSC01NMA",146,148,7,156,0,"creado",24,7,5,1,1,1115,87,
850,"AEROLAP 1",-12.0221,-77.1082,330,70,0.1300,11,249333,"BSC01NMA",140,140,1,157,1,"creado",53,5,5,1,1,1115,87,
850,"AEROLAP 1",-12.0221,-77.1082,330,70,0.1300,11,249333,"BSC01NMA",140,140,2,133,0,"creado",53,5,5,1,1,1115,87,
850,"AEROLAP 2",-12.0221,-77.1082,75,70,0.1300,12,249333,"BSC01NMA",140,141,3,233,1,"creado",0,3,4,1,1,1115,87,
850,"AEROLAP 3",-12.0221,-77.1082,210,70,0.1300,13,249333,"BSC01NMA",140,142,4,239,1,"creado",48,5,3,1,1,1115,87,
850,"AEROLAP 3",-12.0221,-77.1082,210,70,0.1300,13,249333,"BSC01NMA",140,142,5,180,0,"creado",48,5,3,1,1,1115,87,
850,"AGUERO 1",-12.0940,-77.0758,330,70,0.1300,16126,249333,"BSC01NMA",1104,1104,1,156,1,"creado",38,4,7,1,1,1116,88,
850,"AGUERO 1",-12.0940,-77.0758,330,70,0.1300,16126,249333,"BSC01NMA",1104,1104,2,235,0,"creado",38,4,7,1,1,1116,88,
850,"AGUERO 2",-12.0940,-77.0758,90,70,0.1300,16127,249333,"BSC01NMA",1104,1105,3,132,1,"creado",1,1,1,1,1,1116,88,
850,"AGUERO 2",-12.0940,-77.0758,90,70,0.1300,16127,249333,"BSC01NMA",1104,1105,4,233,0,"creado",1,1,1,1,1,1116,88,
850,"AGUERO 3",-12.0940,-77.0758,240,70,0.1300,16128,249333,"BSC01NMA",1104,1106,5,129,1,"creado",53,1,6,1,1,1116,88,
850,"AGUERO 3",-12.0940,-77.0758,240,70,0.1300,16128,249333,"BSC01NMA",1104,1106,6,158,0,"creado",53,1,6,1,1,1116,88,
850,"AGUSTINO_1 1",-12.0512,-77.0080,300,70,0.1300,25264,365581,"BSC03NLV",676,674,15,233,1,"creado",0,0,2,1,1,1127,127,"GRUPO1"
850,"AGUSTINO_1 2",-12.0512,-77.0080,50,70,0.1300,25438,365581,"BSC03NLV",676,675,16,130,1,"creado",0,6,7,1,1,1127,127,"GRUPO1"
850,"AGUSTINO_1 3",-12.0512,-77.0080,180,70,0.1300,25439,365581,"BSC03NLV",676,210,3,236,1,"creado",0,6,1,1,1,1127,127,"GRUPO1"
850,"AGUSTINO_2 1",-12.0415,-77.0031,315,70,0.1300,28602,363922,"BSC02NLV",679,523,3,129,1,"creado",0,3,0,1,1,1126,126,"GRUPO1"
850,"AGUSTINO_2 2",-12.0415,-77.0031,80,70,0.1300,28603,363922,"BSC02NLV",679,524,4,181,1,"creado",0,3,0,1,1,1126,126,"GRUPO1"
850,"AGUSTINO_2 3",-12.0415,-77.0031,180,70,0.1300,28604,363922,"BSC02NLV",679,525,7,131,1,"creado",0,4,3,1,1,1126,126,"GRUPO1"
850,"AJINOMOTO 1",-12.0879,-77.0232,300,70,0.1300,10642,249333,"BSC01NMA",1180,1180,1,235,1,"creado",58,2,1,1,1,1119,91,
850,"AJINOMOTO 1",-12.0879,-77.0232,300,70,0.1300,10642,249333,"BSC01NMA",1180,1180,2,239,0,"creado",58,2,1,1,1,1119,91,
850,"AJINOMOTO 2",-12.0879,-77.0232,60,70,0.1300,10653,249333,"BSC01NMA",1180,1181,3,237,1,"creado",47,2,0,1,1,1119,91,
850,"AJINOMOTO 2",-12.0879,-77.0232,60,70,0.1300,10653,249333,"BSC01NMA",1180,1181,4,158,0,"creado",47,2,0,1,1,1119,91,
850,"AJINOMOTO 3",-12.0879,-77.0232,140,70,0.1300,10674,249333,"BSC01NMA",1180,1182,5,156,1,"creado",57,6,5,1,1,1119,91,
850,"AJINOMOTO 3",-12.0879,-77.0232,140,70,0.1300,10674,249333,"BSC01NMA",1180,1182,6,133,0,"creado",57,6,5,1,1,1119,91,
850,"ALAMEDA_CENTRAL 1",-11.9836,-77.1218,270,70,0.1300,18309,397196,"BSC03NMA",1161,1161,1,236,1,"creado",35,2,6,1,1,1133,133,
850,"ALAMEDA_CENTRAL 1",-11.9836,-77.1218,270,70,0.1300,18309,397196,"BSC03NMA",1161,1161,2,158,0,"creado",35,2,6,1,1,1133,133,
850,"ALAMEDA_CENTRAL 2",-11.9836,-77.1218,40,70,0.1300,18310,397196,"BSC03NMA",1161,1162,3,233,1,"creado",5,6,2,1,1,1133,133,
850,"ALAMEDA_CENTRAL 2",-11.9836,-77.1218,40,70,0.1300,18310,397196,"BSC03NMA",1161,1162,4,129,0,"creado",5,6,2,1,1,1133,133,
850,"ALAMEDA_CENTRAL 3",-11.9836,-77.1218,150,70,0.1300,18313,397196,"BSC03NMA",1161,1163,5,156,1,"creado",12,5,1,1,1,1133,133,
850,"ALAMEDA_CENTRAL 3",-11.9836,-77.1218,150,70,0.1300,18313,397196,"BSC03NMA",1161,1163,6,133,0,"creado",12,5,1,1,1,1133,133,
850,"ALAMEDA_CORREGIDOR 1",-12.0857,-76.9571,20,70,0.1300,18714,363922,"BSC02NLV",1110,1110,1,156,1,"creado",61,0,1,1,1,1125,125,
850,"ALAMEDA_CORREGIDOR 1",-12.0857,-76.9571,20,70,0.1300,18714,363922,"BSC02NLV",1110,1110,2,181,0,"creado",61,0,1,1,1,1125,125,
850,"ALAMEDA_CORREGIDOR 2",-12.0857,-76.9571,100,70,0.1300,18718,363922,"BSC02NLV",1110,1111,3,233,1,"creado",15,5,1,1,1,1125,125,
850,"ALAMEDA_CORREGIDOR 2",-12.0857,-76.9571,100,70,0.1300,18718,363922,"BSC02NLV",1110,1111,4,158,0,"creado",15,5,1,1,1,1125,125,
850,"ALAMEDA_CORREGIDOR 3",-12.0857,-76.9571,190,70,0.1300,18719,363922,"BSC02NLV",1110,1112,5,128,1,"creado",40,5,0,1,1,1125,125,
850,"ALAMEDA_CORREGIDOR 3",-12.0857,-76.9571,190,70,0.1300,18719,363922,"BSC02NLV",1110,1112,6,132,0,"creado",40,5,0,1,1,1125,125,
850,"ALAMEDA_DEL_NORTE 1",-11.8429,-77.0896,350,70,0.1300,34091,397196,"BSC03NMA",721,718,8,156,1,"creado",0,1,4,1,1,1010,25,"GRUPO1"
850,"ALAMEDA_DEL_NORTE 2",-11.8429,-77.0896,110,70,0.1300,34092,397196,"BSC03NMA",721,719,9,130,1,"creado",0,5,1,1,1,1010,25,"GRUPO1"
850,"ALAMEDA_DEL_NORTE 3",-11.8429,-77.0896,240,70,0.1300,34093,397196,"BSC03NMA",721,720,10,234,1,"creado",45,5,0,1,1,1010,25,"GRUPO1"
850,"ALAMEDA_DEL_NORTE 3",-11.8429,-77.0896,240,70,0.1300,34093,397196,"BSC03NMA",721,720,11,158,0,"creado",45,5,0,1,1,1010,25,"GRUPO1"
850,"ALAMOS 1",-12.0951,-77.0413,70,70,0.1300,34333,249333,"BSC01NMA",562,559,,128,1,"no creado",,,,,,1119,91,"GRUPO2"
850,"ALAMOS 2",-12.0951,-77.0413,150,70,0.1300,34334,249333,"BSC01NMA",562,560,,180,1,"no creado",,,,,,1119,91,"GRUPO2"
850,"ALAMOS 3",-12.0951,-77.0413,250,70,0.1300,34350,249333,"BSC01NMA",562,561,,129,1,"no creado",,,,,,1119,91,"GRUPO2"
850,"ALBORADA 1",-12.1199,-76.9880,320,70,0.1300,62774,363921,"BSC01NLV",751,751,1,234,1,"creado",58,2,0,1,1,1121,121,
850,"ALBORADA 1",-12.1199,-76.9880,320,70,0.1300,62774,363921,"BSC01NLV",751,751,2,180,0,"creado",58,2,0,1,1,1121,121,
850,"ALBORADA 2",-12.1199,-76.9880,65,70,0.1300,62775,363921,"BSC01NLV",751,752,3,239,1,"creado",42,3,6,1,1,1121,121,
850,"ALBORADA 2",-12.1199,-76.9880,65,70,0.1300,62775,363921,"BSC01NLV",751,752,4,158,0,"creado",42,3,6,1,1,1121,121,
850,"ALBORADA 3",-12.1199,-76.9880,210,70,0.1300,62776,363921,"BSC01NLV",751,753,7,131,1,"creado",46,4,7,1,1,1121,121,
850,"ALBORADA 3",-12.1199,-76.9880,210,70,0.1300,62776,363921,"BSC01NLV",751,753,8,236,0,"creado",46,4,7,1,1,1121,121,
850,"ALBUFERA 1",-10.9252,-77.6541,340,70,0.1300,2611,397196,"BSC03NMA",136,136,1,239,1,"creado",23,7,5,1,1,1135,135,
850,"ALBUFERA 1",-10.9252,-77.6541,340,70,0.1300,2611,397196,"BSC03NMA",136,136,2,180,0,"creado",23,7,5,1,1,1135,135,
850,"ALBUFERA 2",-10.9252,-77.6541,80,70,0.1300,2612,397196,"BSC03NMA",136,137,3,233,1,"creado",31,2,1,1,1,1135,135,
850,"ALBUFERA 2",-10.9252,-77.6541,80,70,0.1300,2612,397196,"BSC03NMA",136,137,4,129,0,"creado",31,2,1,1,1,1135,135,
850,"ALBUFERA 3",-10.9252,-77.6541,170,70,0.1300,2613,397196,"BSC03NMA",136,138,5,131,1,"creado",9,7,7,1,1,1135,135,
850,"ALBUFERA 3",-10.9252,-77.6541,170,70,0.1300,2613,397196,"BSC03NMA",136,138,6,235,0,"creado",9,7,7,1,1,1135,135,
850,"ALBUFERA 3",-10.9252,-77.6541,170,70,0.1300,2613,397196,"BSC03NMA",136,138,7,237,0,"creado",9,7,7,1,1,1135,135,
850,"ALCANTARA 1",-11.9563,-77.0892,331,70,0.1300,4261,397196,"BSC03NMA",1,1,1,236,1,"creado",24,0,4,1,1,1133,133,
850,"ALCANTARA 1",-11.9563,-77.0892,331,70,0.1300,4261,397196,"BSC03NMA",1,1,2,129,0,"creado",24,0,4,1,1,1133,133,
850,"ALCANTARA 2",-11.9563,-77.0892,90,70,0.1300,4262,397196,"BSC03NMA",1,2,4,132,1,"creado",26,6,4,1,1,1133,133,
850,"ALCANTARA 2",-11.9563,-77.0892,90,70,0.1300,4262,397196,"BSC03NMA",1,2,5,180,0,"creado",26,6,4,1,1,1133,133,
850,"ALCANTARA 3",-11.9563,-77.0892,215,70,0.1300,4263,397196,"BSC03NMA",1,3,7,233,1,"creado",46,3,5,1,1,1133,133,
850,"ALCANTARA 3",-11.9563,-77.0892,215,70,0.1300,4263,397196,"BSC03NMA",1,3,8,155,0,"creado",46,3,5,1,1,1133,133,
850,"ALFA_NEW 1",-12.0084,-77.0690,330,70,0.1300,33874,397196,"BSC03NMA",979,976,4,233,1,"creado",0,1,0,1,1,1137,89,"GRUPO1"
850,"ALFA_NEW 2",-12.0084,-77.0690,80,70,0.1300,33878,397196,"BSC03NMA",979,977,8,156,1,"creado",32,0,0,1,1,1137,89,"GRUPO1"
850,"ALFA_NEW 2",-12.0084,-77.0690,80,70,0.1300,33878,397196,"BSC03NMA",979,977,12,235,0,"creado",32,0,0,1,1,1137,89,"GRUPO1"
850,"ALFA_NEW 3",-12.0084,-77.0690,225,70,0.1300,33879,397196,"BSC03NMA",979,978,13,128,1,"creado",0,1,1,1,1,1137,89,"GRUPO1"
850,"ALHELIES_NEW 1",-12.0526,-77.1191,345,70,0.1300,9621,249333,"BSC01NMA",174,174,1,181,1,"creado",45,1,5,1,1,1115,87,
850,"ALHELIES_NEW 1",-12.0526,-77.1191,345,70,0.1300,9621,249333,"BSC01NMA",174,174,2,128,0,"creado",45,1,5,1,1,1115,87,
850,"ALHELIES_NEW 2",-12.0526,-77.1191,130,70,0.1300,9622,249333,"BSC01NMA",174,175,3,234,1,"creado",58,0,3,1,1,1115,87,
850,"ALHELIES_NEW 2",-12.0526,-77.1191,130,70,0.1300,9622,249333,"BSC01NMA",174,175,4,237,0,"creado",58,0,3,1,1,1115,87,
850,"ALHELIES_NEW 3",-12.0526,-77.1191,240,70,0.1300,9623,249333,"BSC01NMA",174,176,5,239,1,"creado",13,2,4,1,1,1115,87,
850,"ALHELIES_NEW 3",-12.0526,-77.1191,240,70,0.1300,9623,249333,"BSC01NMA",174,176,6,155,0,"creado",13,2,4,1,1,1115,87,
850,"ALIANZA 1",-12.0653,-77.0172,340,70,0.1300,3681,363922,"BSC02NLV",13,13,1,128,1,"creado",11,0,3,1,1,1124,124,
850,"ALIANZA 1",-12.0653,-77.0172,340,70,0.1300,3681,363922,"BSC02NLV",13,13,2,158,0,"creado",11,0,3,1,1,1124,124,
850,"ALIANZA 2",-12.0653,-77.0172,100,70,0.1300,3682,363922,"BSC02NLV",13,14,3,234,1,"creado",12,7,3,1,1,1124,124,
850,"ALIANZA 2",-12.0653,-77.0172,100,70,0.1300,3682,363922,"BSC02NLV",13,14,4,131,0,"creado",12,7,3,1,1,1124,124,
850,"ALIANZA 3",-12.0653,-77.0172,195,70,0.1300,3683,363922,"BSC02NLV",13,15,6,236,1,"creado",62,2,7,1,1,1124,124,
850,"ALIANZA 3",-12.0653,-77.0172,195,70,0.1300,3683,363922,"BSC02NLV",13,15,7,180,0,"creado",62,2,7,1,1,1124,124,
850,"ALIPIO_PONCE 1",-12.1619,-76.9820,320,70,0.1300,25258,363921,"BSC01NLV",1316,541,4,129,1,"creado",0,3,4,1,1,1122,122,"GRUPO1"
850,"ALIPIO_PONCE 2",-12.1619,-76.9820,60,70,0.1300,25259,363921,"BSC01NLV",1316,542,7,238,1,"creado",0,3,6,1,1,1122,122,"GRUPO1"
850,"ALIPIO_PONCE 3",-12.1619,-76.9820,200,70,0.1300,25261,363921,"BSC01NLV",1316,543,8,156,1,"creado",0,4,5,1,1,1122,122,"GRUPO1"
850,"ALIPIO_PONCE_CLARO 1",-12.1690,-76.9803,320,70,0.1300,16712,363921,"BSC01NLV",240,240,1,130,1,"creado",8,7,4,1,1,1122,122,
850,"ALIPIO_PONCE_CLARO 1",-12.1690,-76.9803,320,70,0.1300,16712,363921,"BSC01NLV",240,240,2,158,0,"creado",8,7,4,1,1,1122,122,
850,"ALIPIO_PONCE_CLARO 2",-12.1690,-76.9803,90,70,0.1300,16713,363921,"BSC01NLV",240,241,3,132,1,"creado",48,5,6,1,1,1122,122,
